achieved_sir_db,default_has_overlap,default_mid_count,default_non_overlap_count,default_strong_count,default_target_count,default_weak_count,frame_id,frame_idx,interference_params_json,mask_types,narrow_has_overlap,narrow_mid_count,narrow_non_overlap_count,narrow_strong_count,narrow_target_count,narrow_weak_count,num_interferers,sample_id,sir_name,source_sequence,split,target_sir_db
10.0,True,0,0,2,2,0,d1a_000002,1,"[{""interferer_id"": 0, ""phase0_rad"": 6.1457182291730765, ""fast_freq_norm"": -0.33090103980669194, ""slope_mismatch_norm"": -4.549869288682985, ""time_offset_norm"": -0.21423296164606445, ""slow_time_freq_cycles_per_chirp"": -0.06885357947562427, ""amp_jitter"": 1.0939782425727231}]",default;narrow,False,1,2,1,2,0,1,train_00001,light,2019_04_30_mlms000,train,10.0
0.0,True,0,0,2,2,0,d1a_000002,1,"[{""interferer_id"": 0, ""phase0_rad"": 4.997726237164123, ""fast_freq_norm"": 0.15306594051636518, ""slope_mismatch_norm"": 6.2884313105955965, ""time_offset_norm"": 0.26424261620630984, ""slow_time_freq_cycles_per_chirp"": -0.012928608804416375, ""amp_jitter"": 0.8491330787470589}, {""interferer_id"": 1, ""phase0_rad"": 6.017659268514992, ""fast_freq_norm"": -0.3583186522443595, ""slope_mismatch_norm"": -1.609842695801552, ""time_offset_norm"": -0.3296121153599186, ""slow_time_freq_cycles_per_chirp"": -0.0578160020612542, ""amp_jitter"": 1.092428926023106}]",default;narrow,False,1,2,1,2,0,2,train_00002,medium,2019_04_30_mlms000,train,0.0
9.999999999999995,True,0,0,2,2,0,d1a_000004,3,"[{""interferer_id"": 0, ""phase0_rad"": 1.5721537602965905, ""fast_freq_norm"": 0.40783851711186664, ""slope_mismatch_norm"": -5.092929496937141, ""time_offset_norm"": 0.037535539178257804, ""slow_time_freq_cycles_per_chirp"": 0.06070852437764919, ""amp_jitter"": 0.7577953200364266}]",default;narrow,False,0,2,2,2,0,1,train_00003,light,2019_04_30_mlms000,train,10.0
9.64327466553287e-16,True,0,0,2,2,0,d1a_000004,3,"[{""interferer_id"": 0, ""phase0_rad"": 5.830705024125377, ""fast_freq_norm"": -0.2905864223566593, ""slope_mismatch_norm"": -7.174599302095524, ""time_offset_norm"": 0.001628879643083947, ""slow_time_freq_cycles_per_chirp"": 0.025311410219285735, ""amp_jitter"": 0.7841862780841038}, {""interferer_id"": 1, ""phase0_rad"": 2.5219546157051664, ""fast_freq_norm"": 0.3491135322663304, ""slope_mismatch_norm"": -4.741734045826137, ""time_offset_norm"": -0.2888328445513815, ""slow_time_freq_cycles_per_chirp"": -0.04551238439728933, ""amp_jitter"": 0.9422799995352151}]",default;narrow,False,0,2,2,2,0,2,train_00004,medium,2019_04_30_mlms000,train,0.0
10.000000000000002,True,1,0,2,3,0,d1a_000011,10,"[{""interferer_id"": 0, ""phase0_rad"": 3.4278438846197385, ""fast_freq_norm"": -0.060066446632400905, ""slope_mismatch_norm"": 1.0338493789930716, ""time_offset_norm"": 0.30974779907166505, ""slow_time_freq_cycles_per_chirp"": -0.028656882182223488, ""amp_jitter"": 0.8152155898630751}]",default;narrow,True,1,0,2,3,0,1,train_00005,light,2019_04_30_mlms000,train,10.0
1.928654933106574e-15,True,1,0,2,3,0,d1a_000011,10,"[{""interferer_id"": 0, ""phase0_rad"": 4.8615498496202925, ""fast_freq_norm"": -0.2859246006912315, ""slope_mismatch_norm"": -0.38243060570120857, ""time_offset_norm"": 0.34932925769781165, ""slow_time_freq_cycles_per_chirp"": 0.019563266756168707, ""amp_jitter"": 0.7811856579419821}, {""interferer_id"": 1, ""phase0_rad"": 3.7184712147307377, ""fast_freq_norm"": -0.005370314329859349, ""slope_mismatch_norm"": -6.0438056035987024, ""time_offset_norm"": 0.23488230952780342, ""slow_time_freq_cycles_per_chirp"": 0.03168381747086861, ""amp_jitter"": 0.7575760351091433}]",default;narrow,True,1,0,2,3,0,2,train_00006,medium,2019_04_30_mlms000,train,0.0
10.000000000000002,True,1,0,2,3,0,d1a_000021,20,"[{""interferer_id"": 0, ""phase0_rad"": 3.8390506527968293, ""fast_freq_norm"": 0.10047177018199899, ""slope_mismatch_norm"": -4.175715077834808, ""time_offset_norm"": -0.08538463622800951, ""slow_time_freq_cycles_per_chirp"": 0.013473390105992022, ""amp_jitter"": 0.9320174123450169}]",default;narrow,True,1,0,2,3,0,1,train_00007,light,2019_04_30_mlms000,train,10.0
-4.821637332766436e-16,True,1,0,2,3,0,d1a_000021,20,"[{""interferer_id"": 0, ""phase0_rad"": 3.5149506169363534, ""fast_freq_norm"": -0.3318936136400519, ""slope_mismatch_norm"": 0.027231619545889707, ""time_offset_norm"": 0.29115135665555414, ""slow_time_freq_cycles_per_chirp"": -0.06079634728587984, ""amp_jitter"": 0.8673917911925144}, {""interferer_id"": 1, ""phase0_rad"": 0.28657419996937056, ""fast_freq_norm"": 0.22723345973337, ""slope_mismatch_norm"": 6.808051586474122, ""time_offset_norm"": -0.2509083091949835, ""slow_time_freq_cycles_per_chirp"": -0.03761518757359806, ""amp_jitter"": 1.064658327275224}]",default;narrow,True,1,0,2,3,0,2,train_00008,medium,2019_04_30_mlms000,train,0.0
10.000000000000002,True,1,0,2,3,0,d1a_000022,21,"[{""interferer_id"": 0, ""phase0_rad"": 1.3752010609858216, ""fast_freq_norm"": 0.2910272405276903, ""slope_mismatch_norm"": 2.6628459935303184, ""time_offset_norm"": 0.3482810367526965, ""slow_time_freq_cycles_per_chirp"": 0.06298977441065774, ""amp_jitter"": 0.8095060197636124}]",default;narrow,True,1,0,2,3,0,1,train_00009,light,2019_04_30_mlms000,train,10.0
1.928654933106574e-15,True,1,0,2,3,0,d1a_000022,21,"[{""interferer_id"": 0, ""phase0_rad"": 0.41876182796587763, ""fast_freq_norm"": 0.044392758012830824, ""slope_mismatch_norm"": 6.8007467462286595, ""time_offset_norm"": 0.11360205758657066, ""slow_time_freq_cycles_per_chirp"": 0.06396247826534769, ""amp_jitter"": 0.815313910195157}, {""interferer_id"": 1, ""phase0_rad"": 3.819466089784909, ""fast_freq_norm"": 0.13103056749466052, ""slope_mismatch_norm"": -0.5239758317159913, ""time_offset_norm"": 0.28192266096406615, ""slow_time_freq_cycles_per_chirp"": 0.06300053951803793, ""amp_jitter"": 0.9238221062703507}]",default;narrow,True,1,0,2,3,0,2,train_00010,medium,2019_04_30_mlms000,train,0.0
9.999999999999998,True,0,0,3,3,0,d1a_000028,27,"[{""interferer_id"": 0, ""phase0_rad"": 5.999372173597977, ""fast_freq_norm"": 0.14105352888273986, ""slope_mismatch_norm"": 1.8162165460242399, ""time_offset_norm"": 0.07760921327287285, ""slow_time_freq_cycles_per_chirp"": 0.005043936149071074, ""amp_jitter"": 0.9780164965716116}]",default;narrow,True,0,0,3,3,0,1,train_00011,light,2019_04_30_mlms000,train,10.0
9.64327466553287e-16,True,0,0,3,3,0,d1a_000028,27,"[{""interferer_id"": 0, ""phase0_rad"": 4.614746194810914, ""fast_freq_norm"": 0.27359094211727314, ""slope_mismatch_norm"": -0.48166839823067065, ""time_offset_norm"": 0.1229881491271333, ""slow_time_freq_cycles_per_chirp"": 0.059318706725719136, ""amp_jitter"": 0.9174438160441152}, {""interferer_id"": 1, ""phase0_rad"": 4.917696367960673, ""fast_freq_norm"": -0.11988770688034117, ""slope_mismatch_norm"": 0.13194714360724635, ""time_offset_norm"": -0.20283408623215315, ""slow_time_freq_cycles_per_chirp"": 0.07329703560565388, ""amp_jitter"": 1.1104172842920244}]",default;narrow,True,0,0,3,3,0,2,train_00012,medium,2019_04_30_mlms000,train,0.0
9.999999999999998,True,2,0,1,3,0,d1a_000031,30,"[{""interferer_id"": 0, ""phase0_rad"": 3.9808076909192813, ""fast_freq_norm"": 0.005736602776151678, ""slope_mismatch_norm"": -2.4229520922533396, ""time_offset_norm"": 0.23095511122240242, ""slow_time_freq_cycles_per_chirp"": 0.05754746829161088, ""amp_jitter"": 0.8564092493508628}]",default;narrow,True,2,1,1,3,0,1,train_00013,light,2019_04_30_mlms000,train,10.0
-2.410818666383218e-15,True,2,0,1,3,0,d1a_000031,30,"[{""interferer_id"": 0, ""phase0_rad"": 6.232853225084574, ""fast_freq_norm"": 0.06255687622173284, ""slope_mismatch_norm"": 7.420374700219741, ""time_offset_norm"": 0.05382936080864076, ""slow_time_freq_cycles_per_chirp"": 0.05107822542238792, ""amp_jitter"": 1.0498410108930765}, {""interferer_id"": 1, ""phase0_rad"": 4.671972596696282, ""fast_freq_norm"": 0.3023133678063366, ""slope_mismatch_norm"": -2.147601500784737, ""time_offset_norm"": -0.11066121218372785, ""slow_time_freq_cycles_per_chirp"": -0.06264799242959435, ""amp_jitter"": 0.7570544698182662}]",default;narrow,True,2,1,1,3,0,2,train_00014,medium,2019_04_30_mlms000,train,0.0
