background_cell_count,background_energy_increase_db,false_alarm_count,hit_count,input_type,mask_name,measured_pfa,mse_db_to_clean,mse_power_to_clean,noise_floor_change_db,pd,protocol,sir_name,source_sequence,source_stage,split_definition,target_count,target_peak_abs_bias_db_mean,target_peak_bias_db_mean,target_pfa,target_sir_db,test_frame_count,threshold_source
10839,0.0,17,134,clean,default,0.0015684103699603285,0.0,0.0,0.0,0.4962962962962963,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.0,0.0,0.001,,120,input_specific_validation_background
3326,0.0,8,42,clean,default,0.0024052916416115455,0.0,0.0,0.0,0.358974358974359,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.0,0.0,0.001,,40,input_specific_validation_background
10839,0.0,113,160,clean,default,0.01042531598855983,0.0,0.0,0.0,0.5925925925925926,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.0,0.0,0.01,,120,input_specific_validation_background
3326,0.0,36,55,clean,default,0.010823812387251955,0.0,0.0,0.0,0.4700854700854701,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.0,0.0,0.01,,40,input_specific_validation_background
10839,0.0,17,134,clean,default,0.0015684103699603285,0.0,0.0,0.0,0.4962962962962963,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.0,0.0,0.001,,120,input_specific_validation_background
3326,0.0,8,42,clean,default,0.0024052916416115455,0.0,0.0,0.0,0.358974358974359,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.0,0.0,0.001,,40,input_specific_validation_background
11481,0.020936670009687693,122,126,mse_model_clean,narrow,0.010626252068635137,0.048443113856534624,10139392847.331367,0.05275989205355813,0.4666666666666667,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.050882145098635846,0.04771234938479939,0.01,,120,input_specific_validation_background
3577,0.020936670009687693,41,52,mse_model_clean,narrow,0.011462119094213028,0.048443113856534624,10139392847.331367,0.05275989205355813,0.4444444444444444,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.050882145098635846,0.04771234938479939,0.01,,40,input_specific_validation_background
11481,0.020936670009687693,15,103,mse_model_clean,narrow,0.0013065064018813691,0.048443113856534624,10139392847.331367,0.05275989205355813,0.3814814814814815,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.050882145098635846,0.04771234938479939,0.001,,120,input_specific_validation_background
3577,0.020936670009687693,6,39,mse_model_clean,narrow,0.0016773832820799553,0.048443113856534624,10139392847.331367,0.05275989205355813,0.3333333333333333,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.050882145098635846,0.04771234938479939,0.001,,40,input_specific_validation_background
11481,0.020936670009687693,122,126,mse_model_clean,narrow,0.010626252068635137,0.048443113856534624,10139392847.331367,0.05275989205355813,0.4666666666666667,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.050882145098635846,0.04771234938479939,0.01,,120,input_specific_validation_background
3577,0.020936670009687693,41,52,mse_model_clean,narrow,0.011462119094213028,0.048443113856534624,10139392847.331367,0.05275989205355813,0.4444444444444444,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.050882145098635846,0.04771234938479939,0.01,,40,input_specific_validation_background
11481,0.020936670009687693,15,103,mse_model_clean,narrow,0.0013065064018813691,0.048443113856534624,10139392847.331367,0.05275989205355813,0.3814814814814815,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.050882145098635846,0.04771234938479939,0.001,,120,input_specific_validation_background
3577,0.020936670009687693,6,39,mse_model_clean,narrow,0.0016773832820799553,0.048443113856534624,10139392847.331367,0.05275989205355813,0.3333333333333333,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.050882145098635846,0.04771234938479939,0.001,,40,input_specific_validation_background
10839,0.020477560415586987,114,161,mse_model_clean,default,0.010517575422086908,0.048443113856534624,10139392847.331367,0.05480122379309904,0.5962962962962963,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.053228616017303915,0.05012594301186423,0.01,,120,input_specific_validation_background
3326,0.020477560415586987,36,55,mse_model_clean,default,0.010823812387251955,0.048443113856534624,10139392847.331367,0.05480122379309904,0.4700854700854701,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.053228616017303915,0.05012594301186423,0.01,,40,input_specific_validation_background
10839,0.020477560415586987,17,133,mse_model_clean,default,0.0015684103699603285,0.048443113856534624,10139392847.331367,0.05480122379309904,0.4925925925925926,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.053228616017303915,0.05012594301186423,0.001,,120,input_specific_validation_background
3326,0.020477560415586987,8,42,mse_model_clean,default,0.0024052916416115455,0.048443113856534624,10139392847.331367,0.05480122379309904,0.358974358974359,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.053228616017303915,0.05012594301186423,0.001,,40,input_specific_validation_background
10839,0.020477560415586987,114,161,mse_model_clean,default,0.010517575422086908,0.048443113856534624,10139392847.331367,0.05480122379309904,0.5962962962962963,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.053228616017303915,0.05012594301186423,0.01,,120,input_specific_validation_background
3326,0.020477560415586987,36,55,mse_model_clean,default,0.010823812387251955,0.048443113856534624,10139392847.331367,0.05480122379309904,0.4700854700854701,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.053228616017303915,0.05012594301186423,0.01,,40,input_specific_validation_background
10839,0.020477560415586987,17,133,mse_model_clean,default,0.0015684103699603285,0.048443113856534624,10139392847.331367,0.05480122379309904,0.4925925925925926,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.053228616017303915,0.05012594301186423,0.001,,120,input_specific_validation_background
3326,0.020477560415586987,8,42,mse_model_clean,default,0.0024052916416115455,0.048443113856534624,10139392847.331367,0.05480122379309904,0.358974358974359,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.053228616017303915,0.05012594301186423,0.001,,40,input_specific_validation_background
11481,-0.09842379425389956,123,129,bce_rec_anchor_model_clean,narrow,0.010713352495427228,0.0490234113069278,1619806752.8283515,-0.032903378059764066,0.4777777777777778,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.056028325231619144,-0.0035743106837503973,0.01,,120,input_specific_validation_background
3577,-0.09842379425389956,39,55,bce_rec_anchor_model_clean,narrow,0.01090299133351971,0.0490234113069278,1619806752.8283515,-0.032903378059764066,0.4700854700854701,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.056028325231619144,-0.0035743106837503973,0.01,,40,input_specific_validation_background
11481,-0.09842379425389956,9,103,bce_rec_anchor_model_clean,narrow,0.0007839038411288215,0.0490234113069278,1619806752.8283515,-0.032903378059764066,0.3814814814814815,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.056028325231619144,-0.0035743106837503973,0.001,,120,input_specific_validation_background
3577,-0.09842379425389956,7,44,bce_rec_anchor_model_clean,narrow,0.0019569471624266144,0.0490234113069278,1619806752.8283515,-0.032903378059764066,0.37606837606837606,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.056028325231619144,-0.0035743106837503973,0.001,,40,input_specific_validation_background
11481,-0.09842379425389956,123,129,bce_rec_anchor_model_clean,narrow,0.010713352495427228,0.0490234113069278,1619806752.8283515,-0.032903378059764066,0.4777777777777778,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.056028325231619144,-0.0035743106837503973,0.01,,120,input_specific_validation_background
3577,-0.09842379425389956,39,55,bce_rec_anchor_model_clean,narrow,0.01090299133351971,0.0490234113069278,1619806752.8283515,-0.032903378059764066,0.4700854700854701,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.056028325231619144,-0.0035743106837503973,0.01,,40,input_specific_validation_background
11481,-0.09842379425389956,9,103,bce_rec_anchor_model_clean,narrow,0.0007839038411288215,0.0490234113069278,1619806752.8283515,-0.032903378059764066,0.3814814814814815,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.056028325231619144,-0.0035743106837503973,0.001,,120,input_specific_validation_background
3577,-0.09842379425389956,7,44,bce_rec_anchor_model_clean,narrow,0.0019569471624266144,0.0490234113069278,1619806752.8283515,-0.032903378059764066,0.37606837606837606,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.056028325231619144,-0.0035743106837503973,0.001,,40,input_specific_validation_background
10839,-0.09994751670765877,118,164,bce_rec_anchor_model_clean,default,0.010886613156195222,0.0490234113069278,1619806752.8283515,-0.030316775590087275,0.6074074074074074,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.062079255575160426,-0.0093802289336167,0.01,,120,input_specific_validation_background
3326,-0.09994751670765877,35,60,bce_rec_anchor_model_clean,default,0.010523150932050512,0.0490234113069278,1619806752.8283515,-0.030316775590087275,0.5128205128205128,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.062079255575160426,-0.0093802289336167,0.01,,40,input_specific_validation_background
10839,-0.09994751670765877,9,133,bce_rec_anchor_model_clean,default,0.0008303349017437033,0.0490234113069278,1619806752.8283515,-0.030316775590087275,0.4925925925925926,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.062079255575160426,-0.0093802289336167,0.001,,120,input_specific_validation_background
3326,-0.09994751670765877,7,47,bce_rec_anchor_model_clean,default,0.0021046301864101023,0.0490234113069278,1619806752.8283515,-0.030316775590087275,0.4017094017094017,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.062079255575160426,-0.0093802289336167,0.001,,40,input_specific_validation_background
10839,-0.09994751670765877,118,164,bce_rec_anchor_model_clean,default,0.010886613156195222,0.0490234113069278,1619806752.8283515,-0.030316775590087275,0.6074074074074074,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.062079255575160426,-0.0093802289336167,0.01,,120,input_specific_validation_background
3326,-0.09994751670765877,35,60,bce_rec_anchor_model_clean,default,0.010523150932050512,0.0490234113069278,1619806752.8283515,-0.030316775590087275,0.5128205128205128,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.062079255575160426,-0.0093802289336167,0.01,,40,input_specific_validation_background
10839,-0.09994751670765877,9,133,bce_rec_anchor_model_clean,default,0.0008303349017437033,0.0490234113069278,1619806752.8283515,-0.030316775590087275,0.4925925925925926,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.062079255575160426,-0.0093802289336167,0.001,,120,input_specific_validation_background
3326,-0.09994751670765877,7,47,bce_rec_anchor_model_clean,default,0.0021046301864101023,0.0490234113069278,1619806752.8283515,-0.030316775590087275,0.4017094017094017,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.062079255575160426,-0.0093802289336167,0.001,,40,input_specific_validation_background
11481,0.2580160938631236,119,120,interfered,narrow,0.010364950788258862,0.6288538260336516,7367296713.801158,0.03428395700542097,0.4444444444444444,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.002752538059447579,0.0016162952975118927,0.01,10.0,120,input_specific_validation_background
3577,0.2580160938631236,32,50,interfered,narrow,0.008946044171093095,0.6288538260336516,7367296713.801158,0.03428395700542097,0.42735042735042733,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.002752538059447579,0.0016162952975118927,0.01,10.0,40,input_specific_validation_background
11481,0.2580160938631236,16,100,interfered,narrow,0.0013936068286734605,0.6288538260336516,7367296713.801158,0.03428395700542097,0.37037037037037035,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.002752538059447579,0.0016162952975118927,0.001,10.0,120,input_specific_validation_background
3577,0.2580160938631236,6,38,interfered,narrow,0.0016773832820799553,0.6288538260336516,7367296713.801158,0.03428395700542097,0.3247863247863248,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.002752538059447579,0.0016162952975118927,0.001,10.0,40,input_specific_validation_background
11481,0.2580160938631236,119,120,interfered,narrow,0.010364950788258862,0.6288538260336516,7367296713.801158,0.03428395700542097,0.4444444444444444,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.002752538059447579,0.0016162952975118927,0.01,10.0,120,input_specific_validation_background
3577,0.2580160938631236,32,50,interfered,narrow,0.008946044171093095,0.6288538260336516,7367296713.801158,0.03428395700542097,0.42735042735042733,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.002752538059447579,0.0016162952975118927,0.01,10.0,40,input_specific_validation_background
11481,0.2580160938631236,16,100,interfered,narrow,0.0013936068286734605,0.6288538260336516,7367296713.801158,0.03428395700542097,0.37037037037037035,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.002752538059447579,0.0016162952975118927,0.001,10.0,120,input_specific_validation_background
3577,0.2580160938631236,6,38,interfered,narrow,0.0016773832820799553,0.6288538260336516,7367296713.801158,0.03428395700542097,0.3247863247863248,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.002752538059447579,0.0016162952975118927,0.001,10.0,40,input_specific_validation_background
10839,0.26944009888610987,110,156,interfered,default,0.010148537687978595,0.6288538260336516,7367296713.801158,0.036287543158699975,0.5777777777777777,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.0022938460611935125,0.0015409949137149413,0.01,10.0,120,input_specific_validation_background
3326,0.26944009888610987,31,55,interfered,default,0.009320505111244739,0.6288538260336516,7367296713.801158,0.036287543158699975,0.4700854700854701,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.0022938460611935125,0.0015409949137149413,0.01,10.0,40,input_specific_validation_background
10839,0.26944009888610987,16,129,interfered,default,0.0014761509364332502,0.6288538260336516,7367296713.801158,0.036287543158699975,0.4777777777777778,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.0022938460611935125,0.0015409949137149413,0.001,10.0,120,input_specific_validation_background
3326,0.26944009888610987,6,41,interfered,default,0.0018039687312086591,0.6288538260336516,7367296713.801158,0.036287543158699975,0.3504273504273504,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.0022938460611935125,0.0015409949137149413,0.001,10.0,40,input_specific_validation_background
10839,0.26944009888610987,110,156,interfered,default,0.010148537687978595,0.6288538260336516,7367296713.801158,0.036287543158699975,0.5777777777777777,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.0022938460611935125,0.0015409949137149413,0.01,10.0,120,input_specific_validation_background
3326,0.26944009888610987,31,55,interfered,default,0.009320505111244739,0.6288538260336516,7367296713.801158,0.036287543158699975,0.4700854700854701,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.0022938460611935125,0.0015409949137149413,0.01,10.0,40,input_specific_validation_background
10839,0.26944009888610987,16,129,interfered,default,0.0014761509364332502,0.6288538260336516,7367296713.801158,0.036287543158699975,0.4777777777777778,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.0022938460611935125,0.0015409949137149413,0.001,10.0,120,input_specific_validation_background
3326,0.26944009888610987,6,41,interfered,default,0.0018039687312086591,0.6288538260336516,7367296713.801158,0.036287543158699975,0.3504273504273504,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.0022938460611935125,0.0015409949137149413,0.001,10.0,40,input_specific_validation_background
11481,-0.030272075040550902,123,126,mse_output,narrow,0.010713352495427228,0.05460026126283479,3346019477.975049,0.00224252033864758,0.4666666666666667,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.04239975208941311,0.015284627835293121,0.01,10.0,120,input_specific_validation_background
3577,-0.030272075040550902,41,52,mse_output,narrow,0.011462119094213028,0.05460026126283479,3346019477.975049,0.00224252033864758,0.4444444444444444,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.04239975208941311,0.015284627835293121,0.01,10.0,40,input_specific_validation_background
11481,-0.030272075040550902,14,103,mse_output,narrow,0.001219405975089278,0.05460026126283479,3346019477.975049,0.00224252033864758,0.3814814814814815,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.04239975208941311,0.015284627835293121,0.001,10.0,120,input_specific_validation_background
3577,-0.030272075040550902,7,39,mse_output,narrow,0.0019569471624266144,0.05460026126283479,3346019477.975049,0.00224252033864758,0.3333333333333333,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.04239975208941311,0.015284627835293121,0.001,10.0,40,input_specific_validation_background
11481,-0.030272075040550902,123,126,mse_output,narrow,0.010713352495427228,0.05460026126283479,3346019477.975049,0.00224252033864758,0.4666666666666667,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.04239975208941311,0.015284627835293121,0.01,10.0,120,input_specific_validation_background
3577,-0.030272075040550902,41,52,mse_output,narrow,0.011462119094213028,0.05460026126283479,3346019477.975049,0.00224252033864758,0.4444444444444444,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.04239975208941311,0.015284627835293121,0.01,10.0,40,input_specific_validation_background
11481,-0.030272075040550902,14,103,mse_output,narrow,0.001219405975089278,0.05460026126283479,3346019477.975049,0.00224252033864758,0.3814814814814815,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.04239975208941311,0.015284627835293121,0.001,10.0,120,input_specific_validation_background
3577,-0.030272075040550902,7,39,mse_output,narrow,0.0019569471624266144,0.05460026126283479,3346019477.975049,0.00224252033864758,0.3333333333333333,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.04239975208941311,0.015284627835293121,0.001,10.0,40,input_specific_validation_background
10839,-0.03119927564722879,115,161,mse_output,default,0.010609834855613986,0.05460026126283479,3346019477.975049,0.004203837510281971,0.5962962962962963,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.04284322333839189,0.016377261017819673,0.01,10.0,120,input_specific_validation_background
3326,-0.03119927564722879,36,56,mse_output,default,0.010823812387251955,0.05460026126283479,3346019477.975049,0.004203837510281971,0.47863247863247865,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.04284322333839189,0.016377261017819673,0.01,10.0,40,input_specific_validation_background
10839,-0.03119927564722879,14,132,mse_output,default,0.001291632069379094,0.05460026126283479,3346019477.975049,0.004203837510281971,0.4888888888888889,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.04284322333839189,0.016377261017819673,0.001,10.0,120,input_specific_validation_background
3326,-0.03119927564722879,7,42,mse_output,default,0.0021046301864101023,0.05460026126283479,3346019477.975049,0.004203837510281971,0.358974358974359,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.04284322333839189,0.016377261017819673,0.001,10.0,40,input_specific_validation_background
10839,-0.03119927564722879,115,161,mse_output,default,0.010609834855613986,0.05460026126283479,3346019477.975049,0.004203837510281971,0.5962962962962963,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.04284322333839189,0.016377261017819673,0.01,10.0,120,input_specific_validation_background
3326,-0.03119927564722879,36,56,mse_output,default,0.010823812387251955,0.05460026126283479,3346019477.975049,0.004203837510281971,0.47863247863247865,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.04284322333839189,0.016377261017819673,0.01,10.0,40,input_specific_validation_background
10839,-0.03119927564722879,14,132,mse_output,default,0.001291632069379094,0.05460026126283479,3346019477.975049,0.004203837510281971,0.4888888888888889,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.04284322333839189,0.016377261017819673,0.001,10.0,120,input_specific_validation_background
3326,-0.03119927564722879,7,42,mse_output,default,0.0021046301864101023,0.05460026126283479,3346019477.975049,0.004203837510281971,0.358974358974359,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.04284322333839189,0.016377261017819673,0.001,10.0,40,input_specific_validation_background
11481,-0.06060921637044616,122,129,bce_rec_anchor_output,narrow,0.010626252068635137,0.07744136348483019,5813339630.596611,-0.038653600140030164,0.4777777777777778,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.06290840000436458,-0.009520049546237563,0.01,10.0,120,input_specific_validation_background
3577,-0.06060921637044616,38,55,bce_rec_anchor_output,narrow,0.01062342745317305,0.07744136348483019,5813339630.596611,-0.038653600140030164,0.4700854700854701,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.06290840000436458,-0.009520049546237563,0.01,10.0,40,input_specific_validation_background
11481,-0.06060921637044616,13,104,bce_rec_anchor_output,narrow,0.0011323055482971866,0.07744136348483019,5813339630.596611,-0.038653600140030164,0.3851851851851852,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.06290840000436458,-0.009520049546237563,0.001,10.0,120,input_specific_validation_background
3577,-0.06060921637044616,8,44,bce_rec_anchor_output,narrow,0.0022365110427732737,0.07744136348483019,5813339630.596611,-0.038653600140030164,0.37606837606837606,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.06290840000436458,-0.009520049546237563,0.001,10.0,40,input_specific_validation_background
11481,-0.06060921637044616,122,129,bce_rec_anchor_output,narrow,0.010626252068635137,0.07744136348483019,5813339630.596611,-0.038653600140030164,0.4777777777777778,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.06290840000436458,-0.009520049546237563,0.01,10.0,120,input_specific_validation_background
3577,-0.06060921637044616,38,55,bce_rec_anchor_output,narrow,0.01062342745317305,0.07744136348483019,5813339630.596611,-0.038653600140030164,0.4700854700854701,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.06290840000436458,-0.009520049546237563,0.01,10.0,40,input_specific_validation_background
11481,-0.06060921637044616,13,104,bce_rec_anchor_output,narrow,0.0011323055482971866,0.07744136348483019,5813339630.596611,-0.038653600140030164,0.3851851851851852,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.06290840000436458,-0.009520049546237563,0.001,10.0,120,input_specific_validation_background
3577,-0.06060921637044616,8,44,bce_rec_anchor_output,narrow,0.0022365110427732737,0.07744136348483019,5813339630.596611,-0.038653600140030164,0.37606837606837606,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.06290840000436458,-0.009520049546237563,0.001,10.0,40,input_specific_validation_background
10839,-0.06030095036293656,117,164,bce_rec_anchor_output,default,0.010794353722668144,0.07744136348483019,5813339630.596611,-0.03614575158241706,0.6074074074074074,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.07000189417979756,-0.017968260262723787,0.01,10.0,120,input_specific_validation_background
3326,-0.06030095036293656,36,60,bce_rec_anchor_output,default,0.010823812387251955,0.07744136348483019,5813339630.596611,-0.03614575158241706,0.5128205128205128,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.07000189417979756,-0.017968260262723787,0.01,10.0,40,input_specific_validation_background
10839,-0.06030095036293656,13,134,bce_rec_anchor_output,default,0.0011993726358520158,0.07744136348483019,5813339630.596611,-0.03614575158241706,0.4962962962962963,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.07000189417979756,-0.017968260262723787,0.001,10.0,120,input_specific_validation_background
