background_cell_count,bootstrap_pfa_ci_high,bootstrap_pfa_ci_low,bootstrap_pfa_std,f1,false_alarm_count,fn_cells,fp_cells,frame_level_pfa_mean,frame_level_pfa_std,input_type,mask_name,measured_pfa,mid_hits,mid_miss_rate,mid_n,mid_pd,overall_hits,overall_miss_rate,overall_n,overall_pd,precision,protocol,recall,sir_name,split_definition,strong_hits,strong_miss_rate,strong_n,strong_pd,target_pfa,target_scope,target_sir_db,threshold,threshold_source,tp_cells,weak_hits,weak_miss_rate,weak_n,weak_pd
44596,0.01119027264902155,0.00939479008585259,0.000479159535131857,0.20223189983669024,460,17126,460,0.009523900779704927,0.011823579285502053,clean,narrow,0.010314826441833349,718,0.24421052631578943,950,0.7557894736842106,1600,0.3324989570296204,2397,0.6675010429703796,0.8289326887318705,A_clean_threshold,0.11516404029966416,,clean_peak_percentile,682,0.0,682,1.0,0.01,all,,3.668498858658201,clean_validation_background,2229,200,0.738562091503268,765,0.26143790849673204
44596,0.01508406725150708,0.013069968535362828,0.000526522513839982,0.20008104092566747,634,17133,634,0.013773679629921567,0.013047694106244442,interfered,narrow,0.014216521661135528,717,0.24526315789473685,950,0.7547368421052632,1598,0.33333333333333337,2397,0.6666666666666666,0.7780112044817927,A_clean_threshold,0.11480237664686127,light,clean_peak_percentile,682,0.0,682,1.0,0.01,all,10.0,3.668498858658201,clean_validation_background,2222,199,0.7398692810457517,765,0.2601307189542484
44596,0.022161670123834354,0.020330981345437465,0.0004774683108069411,0.19181619840598424,950,17201,950,0.021003322388971644,0.011465380258541996,interfered,narrow,0.021302358955960176,706,0.25684210526315787,950,0.7431578947368421,1570,0.34501460158531494,2397,0.6549853984146851,0.6939432989690721,A_clean_threshold,0.11128907259106174,medium,clean_peak_percentile,671,0.016129032258064502,682,0.9838709677419355,0.01,all,0.0,3.668498858658201,clean_validation_background,2154,193,0.7477124183006536,765,0.2522875816993464
44596,0.02029061765899772,0.018828504458645763,0.00037595164249744855,0.1731472700176128,871,17438,871,0.01927185531804321,0.008430963539269892,interfered,narrow,0.019530899632254014,664,0.30105263157894735,950,0.6989473684210527,1468,0.3875677930746767,2397,0.6124322069253233,0.6875896700143472,A_clean_threshold,0.09904417463187806,severe,clean_peak_percentile,648,0.04985337243401755,682,0.9501466275659824,0.01,all,-10.0,3.668498858658201,clean_validation_background,1917,156,0.7960784313725491,765,0.20392156862745098
44596,0.01119027264902155,0.00939479008585259,0.000479159535131857,0.20223189983669024,460,17126,460,0.009523900779704927,0.011823579285502053,clean,narrow,0.010314826441833349,718,0.24421052631578943,950,0.7557894736842106,1600,0.3324989570296204,2397,0.6675010429703796,0.8289326887318705,B_fixed_pfa_recalibrated,0.11516404029966416,,clean_peak_percentile,682,0.0,682,1.0,0.01,all,,3.668498858658201,input_specific_validation_background,2229,200,0.738562091503268,765,0.26143790849673204
44596,0.011662485948748934,0.009708701374206465,0.00047505885319264256,0.18761708933059174,477,17302,477,0.010075512114535752,0.011296948714942296,interfered,narrow,0.01069602654946632,678,0.2863157894736842,950,0.7136842105263158,1524,0.36420525657071334,2397,0.6357947434292867,0.8114624505928854,B_fixed_pfa_recalibrated,0.10607078274347714,light,clean_peak_percentile,681,0.0014662756598240456,682,0.998533724340176,0.01,all,10.0,4.077313665082838,input_specific_validation_background,2053,165,0.7843137254901961,765,0.21568627450980393
44596,0.010807137200290895,0.00975386749436269,0.00027471899277052943,0.13024397149733377,456,17975,456,0.010567928555574202,0.006934854332080189,interfered,narrow,0.010225132298860884,479,0.49578947368421056,950,0.5042105263157894,1218,0.4918648310387985,2397,0.5081351689612015,0.7516339869281046,B_fixed_pfa_recalibrated,0.07129940583828467,medium,clean_peak_percentile,663,0.027859237536656867,682,0.9721407624633431,0.01,all,0.0,6.024334983667366,input_specific_validation_background,1380,76,0.9006535947712418,765,0.09934640522875816
44596,0.01018558098393327,0.00922176032028654,0.0002519513436031163,0.04021394611727417,431,18949,431,0.010059087517423636,0.006831814833426257,interfered,narrow,0.009664543905282985,79,0.9168421052631579,950,0.08315789473684211,557,0.7676261994159366,2397,0.2323738005840634,0.4850657108721625,B_fixed_pfa_recalibrated,0.020976491862567812,severe,clean_peak_percentile,478,0.29912023460410553,682,0.7008797653958945,0.01,all,-10.0,21.269138918200497,input_specific_validation_background,406,0,1.0,765,0.0
44596,0.001497456061491773,0.0008629428789615542,0.0001604786723853042,0.14322617680826633,52,17858,52,0.0010221892990931116,0.003605441760579346,clean,narrow,0.0011660238586420307,499,0.4747368421052631,950,0.5252631578947369,1274,0.46850229453483516,2397,0.5314977054651648,0.9664299548095545,A_clean_threshold,0.07734435546370447,,clean_peak_percentile,679,0.004398826979472137,682,0.9956011730205279,0.001,all,,5.770577771755102,clean_validation_background,1497,96,0.8745098039215686,765,0.12549019607843137
44596,0.0029995964347980966,0.002199008236508853,0.00020914383438966293,0.1418960828283792,117,17868,117,0.002663436831401571,0.005797502459414704,interfered,narrow,0.002623553681944569,498,0.47578947368421054,950,0.5242105263157895,1271,0.46975385899040467,2397,0.5302461410095953,0.9270573566084788,A_clean_threshold,0.07682769310255748,light,clean_peak_percentile,678,0.0058651026392961825,682,0.9941348973607038,0.001,all,10.0,5.770577771755102,clean_validation_background,1487,95,0.8758169934640523,765,0.12418300653594772
44596,0.011382043767852507,0.010230314270555018,0.0002897763095976466,0.13441188919719702,479,17926,479,0.011053215446683863,0.007095851891721405,interfered,narrow,0.010740873620952551,491,0.4831578947368421,950,0.5168421052631579,1243,0.48143512724238635,2397,0.5185648727576136,0.7489517819706499,A_clean_threshold,0.07383105140790494,medium,clean_peak_percentile,663,0.027859237536656867,682,0.9721407624633431,0.001,all,0.0,5.770577771755102,clean_validation_background,1429,89,0.8836601307189542,765,0.11633986928104575
44596,0.013710256376996093,0.013006037391277857,0.00019578000032226012,0.11222558667676004,595,18169,595,0.013942210445646351,0.005022888760059157,interfered,narrow,0.013342003767154005,392,0.5873684210526315,950,0.4126315789473684,1095,0.5431789737171464,2397,0.4568210262828536,0.6659180235822572,A_clean_threshold,0.06127615603203307,severe,clean_peak_percentile,642,0.058651026392961825,682,0.9413489736070382,0.001,all,-10.0,5.770577771755102,clean_validation_background,1186,61,0.9202614379084968,765,0.07973856209150326
44596,0.001497456061491773,0.0008629428789615542,0.0001604786723853042,0.14322617680826633,52,17858,52,0.0010221892990931116,0.003605441760579346,clean,narrow,0.0011660238586420307,499,0.4747368421052631,950,0.5252631578947369,1274,0.46850229453483516,2397,0.5314977054651648,0.9664299548095545,B_fixed_pfa_recalibrated,0.07734435546370447,,clean_peak_percentile,679,0.004398826979472137,682,0.9956011730205279,0.001,all,,5.770577771755102,input_specific_validation_background,1497,96,0.8745098039215686,765,0.12549019607843137
44596,0.0013571292602374424,0.0007469488973371968,0.00015520795953851002,0.1147493198600855,48,18174,48,0.0011907561487689133,0.004106527050777101,interfered,narrow,0.0010763297156695668,399,0.5800000000000001,950,0.42,1109,0.5373383395911556,2397,0.4626616604088444,0.9609438567941416,B_fixed_pfa_recalibrated,0.06101782485145957,light,clean_peak_percentile,675,0.01026392961876832,682,0.9897360703812317,0.001,all,10.0,7.570281409881709,input_specific_validation_background,1181,35,0.954248366013072,765,0.0457516339869281
44596,0.0014935135462671386,0.0009313910045662292,0.00014874467313082332,0.02974468301101467,53,19062,53,0.0013551688431618024,0.0044013884792597924,interfered,narrow,0.0011884473943851467,52,0.9452631578947368,950,0.05473684210526316,432,0.8197747183979975,2397,0.1802252816020025,0.846820809248555,B_fixed_pfa_recalibrated,0.01513820718160682,medium,clean_peak_percentile,380,0.4428152492668622,682,0.5571847507331378,0.001,all,0.0,32.05454946462763,input_specific_validation_background,293,0,1.0,765,0.0
44596,0.0009522947380191444,0.0004920154969834042,0.00011547971252206913,0.00010315659170621002,32,19354,32,0.0007296056534756488,0.003142450066550668,interfered,narrow,0.0007175531437797112,0,1.0,950,0.0,2,0.999165623696287,2397,0.0008343763037129745,0.030303030303030304,B_fixed_pfa_recalibrated,5.1666236114699044e-05,severe,clean_peak_percentile,2,0.9970674486803519,682,0.002932551319648094,0.001,all,-10.0,89.70807473611522,input_specific_validation_background,1,0,1.0,765,0.0
44596,0.01119027264902155,0.00939479008585259,0.000479159535131857,0.20223189983669024,460,17126,460,0.009523900779704927,0.011823579285502053,clean,narrow,0.010314826441833349,917,0.08299999999999996,1000,0.917,1600,0.3324989570296204,2397,0.6675010429703796,0.8289326887318705,A_clean_threshold,0.11516404029966416,,cfar_margin,683,0.0,683,1.0,0.01,all,,3.668498858658201,clean_validation_background,2229,0,1.0,714,0.0
44596,0.01508406725150708,0.013069968535362828,0.000526522513839982,0.20008104092566747,634,17133,634,0.013773679629921567,0.013047694106244442,interfered,narrow,0.014216521661135528,915,0.08499999999999996,1000,0.915,1598,0.33333333333333337,2397,0.6666666666666666,0.7780112044817927,A_clean_threshold,0.11480237664686127,light,cfar_margin,683,0.0,683,1.0,0.01,all,10.0,3.668498858658201,clean_validation_background,2222,0,1.0,714,0.0
44596,0.022161670123834354,0.020330981345437465,0.0004774683108069411,0.19181619840598424,950,17201,950,0.021003322388971644,0.011465380258541996,interfered,narrow,0.021302358955960176,887,0.11299999999999999,1000,0.887,1570,0.34501460158531494,2397,0.6549853984146851,0.6939432989690721,A_clean_threshold,0.11128907259106174,medium,cfar_margin,683,0.0,683,1.0,0.01,all,0.0,3.668498858658201,clean_validation_background,2154,0,1.0,714,0.0
