achieved_sir_db,amp_jitter,base_interference_power,clean_signal_power,desired_interference_power,fast_freq_norm,frame_id,frame_idx,interference_power,interferer_id,num_interferers,phase0_rad,scale,sir_name,slope_mismatch_norm,slow_time_freq_cycles_per_chirp,source_sequence,target_sir_db,time_offset_norm
10.0,1.1543858821265618,1.33260676485312,2631.7784505208333,263.17784505208334,0.19019845046755252,d1a_000001,0,263.1778450520833,0,1,2.9871002311141295,14.053149178809017,light,-2.458541555990834,-0.02975297990702637,2019_04_30_mlms000,10.0,-0.25521086653815434
-9.643274665532871e-16,1.0756211318333795,2.3870975106560324,2631.7784505208333,2631.7784505208333,0.40583396849053627,d1a_000001,0,2631.7784505208338,0,2,0.9147970402084615,33.203937163906936,medium,-4.300509644653397,-0.06410248922617603,2019_04_30_mlms000,0.0,0.23110430269077165
-9.643274665532871e-16,1.1431863750949904,2.3870975106560324,2631.7784505208333,2631.7784505208333,0.08943246022349832,d1a_000001,0,2631.7784505208338,1,2,4.350923930351546,33.203937163906936,medium,-2.8237341730860805,-0.06616438282599511,2019_04_30_mlms000,0.0,0.21020799881442354
-10.000000000000002,0.9574012227726212,2.9554346249815193,2631.7784505208333,26317.784505208332,-0.038382768018043134,d1a_000001,0,26317.784505208347,0,3,3.7482051552085265,94.36566064825098,severe,-4.258854106433887,0.016869964618767982,2019_04_30_mlms000,-10.0,-0.28401071223234436
-10.000000000000002,1.0062891067747561,2.9554346249815193,2631.7784505208333,26317.784505208332,-0.3065777142473527,d1a_000001,0,26317.784505208347,1,3,2.8489896767515424,94.36566064825098,severe,-0.8196614145665313,-0.01852113119763687,2019_04_30_mlms000,-10.0,0.25776909609553544
-10.000000000000002,1.0114091785621724,2.9554346249815193,2631.7784505208333,26317.784505208332,0.28319007292598647,d1a_000001,0,26317.784505208347,2,3,1.358536781782495,94.36566064825098,severe,6.400837607419595,0.03205075266962318,2019_04_30_mlms000,-10.0,0.22455756147085637
9.999999999999993,1.0210783112689423,1.042600917743834,2989.0316061580884,298.9031606158088,-0.007586117780361168,d1a_000002,1,298.90316061580927,0,1,0.0896464327568691,16.931919780418337,light,2.414535711541154,-0.04614967344498733,2019_04_30_mlms000,10.0,0.013970223645683788
-1.9286549331065747e-15,0.9653460575255588,1.7613569443913952,2989.0316061580884,2989.0316061580884,0.3455967743897243,d1a_000002,1,2989.0316061580897,0,2,4.148928423257238,41.19472098165512,medium,3.440013162968052,0.057385167772187065,2019_04_30_mlms000,0.0,0.043163974211774814
-1.9286549331065747e-15,0.9112513766328776,1.7613569443913952,2989.0316061580884,2989.0316061580884,-0.2106983635199409,d1a_000002,1,2989.0316061580897,1,2,3.364522250207283,41.19472098165512,medium,-5.134967550574942,-0.03725918639384746,2019_04_30_mlms000,0.0,-0.12596499553915422
-10.0,0.9079288773073859,3.2008233535712503,2989.0316061580884,29890.31606158088,0.21514183267260584,d1a_000002,1,29890.316061580885,0,3,2.0786739128970693,96.63498868423117,severe,-4.184704239799766,0.005811687898163526,2019_04_30_mlms000,-10.0,-0.021625076030585944
-10.0,1.0048573791688886,3.2008233535712503,2989.0316061580884,29890.31606158088,0.1738211601021173,d1a_000002,1,29890.316061580885,1,3,3.47986598815938,96.63498868423117,severe,-1.2969289866441045,-0.04119346666228864,2019_04_30_mlms000,-10.0,-0.21016573504052832
-10.0,1.1728851140755667,3.2008233535712503,2989.0316061580884,29890.31606158088,0.3769091693835816,d1a_000002,1,29890.316061580885,2,3,5.865864822400266,96.63498868423117,severe,-2.823081008555219,-0.06608058239242465,2019_04_30_mlms000,-10.0,0.2868624968824197
9.999999999999996,1.169978332583848,1.3688492987156808,2127.579771752451,212.75797717524512,0.14664164037043476,d1a_000003,2,212.75797717524526,0,1,1.0574496424443718,12.467090364899352,light,-6.654999187144768,-0.0192005504035542,2019_04_30_mlms000,10.0,0.25742819890305624
1.928654933106574e-15,0.9754024710809515,1.9187057507190575,2127.579771752451,2127.579771752451,0.1765205125371539,d1a_000003,2,2127.57977175245,0,2,3.363027965400932,33.29957860339837,medium,-2.558046120343154,0.05520181998423303,2019_04_30_mlms000,0.0,0.2482538475136573
1.928654933106574e-15,0.9830422745311569,1.9187057507190575,2127.579771752451,2127.579771752451,0.0330251746021295,d1a_000003,2,2127.57977175245,1,2,1.2550147203394153,33.29957860339837,medium,-4.048410350161223,-0.06564701681851637,2019_04_30_mlms000,0.0,-0.17908894737720474
-10.0,1.0379686845924037,3.355049885109401,2127.579771752451,21275.79771752451,-0.3477481476396138,d1a_000003,2,21275.797717524514,0,3,1.0329679974987087,79.63306567615471,severe,6.861288056909041,-0.028922879045139467,2019_04_30_mlms000,-10.0,-0.0812578972086736
