background_cell_count,bootstrap_pfa_ci_high,bootstrap_pfa_ci_low,bootstrap_pfa_std,f1,false_alarm_count,fn_cells,fp_cells,frame_level_pfa_mean,frame_level_pfa_std,input_type,mask_name,measured_pfa,mid_hits,mid_miss_rate,mid_n,mid_pd,overall_hits,overall_miss_rate,overall_n,overall_pd,precision,protocol,recall,sir_name,split_definition,strong_hits,strong_miss_rate,strong_n,strong_pd,target_pfa,target_scope,target_sir_db,threshold,threshold_source,tp_cells,weak_hits,weak_miss_rate,weak_n,weak_pd
44596,0.01119027264902155,0.00939479008585259,0.000479159535131857,0.20223189983669024,460,17126,460,0.009523900779704927,0.011823579285502053,clean,narrow,0.010314826441833349,718,0.24421052631578943,950,0.7557894736842106,1600,0.3324989570296204,2397,0.6675010429703796,0.8289326887318705,A_clean_threshold,0.11516404029966416,,clean_peak_percentile,682,0.0,682,1.0,0.01,all,,3.668498858658201,clean_validation_background,2229,200,0.738562091503268,765,0.26143790849673204
44596,0.01119027264902155,0.00939479008585259,0.000479159535131857,0.20223189983669024,460,17126,460,0.009523900779704927,0.011823579285502053,clean,narrow,0.010314826441833349,272,0.1309904153354633,313,0.8690095846645367,508,0.4214123006833713,878,0.5785876993166287,0.8289326887318705,A_clean_threshold,0.11516404029966416,,clean_peak_percentile,82,0.0,82,1.0,0.01,non_overlap_only,,3.668498858658201,clean_validation_background,2229,154,0.6811594202898551,483,0.3188405797101449
44596,0.01508406725150708,0.013069968535362828,0.000526522513839982,0.20008104092566747,634,17133,634,0.013773679629921567,0.013047694106244442,interfered,narrow,0.014216521661135528,717,0.24526315789473685,950,0.7547368421052632,1598,0.33333333333333337,2397,0.6666666666666666,0.7780112044817927,A_clean_threshold,0.11480237664686127,light,clean_peak_percentile,682,0.0,682,1.0,0.01,all,10.0,3.668498858658201,clean_validation_background,2222,199,0.7398692810457517,765,0.2601307189542484
44596,0.01508406725150708,0.013069968535362828,0.000526522513839982,0.20008104092566747,634,17133,634,0.013773679629921567,0.013047694106244442,interfered,narrow,0.014216521661135528,271,0.13418530351437696,313,0.865814696485623,506,0.42369020501138954,878,0.5763097949886105,0.7780112044817927,A_clean_threshold,0.11480237664686127,light,clean_peak_percentile,82,0.0,82,1.0,0.01,non_overlap_only,10.0,3.668498858658201,clean_validation_background,2222,153,0.6832298136645962,483,0.3167701863354037
44596,0.022161670123834354,0.020330981345437465,0.0004774683108069411,0.19181619840598424,950,17201,950,0.021003322388971644,0.011465380258541996,interfered,narrow,0.021302358955960176,706,0.25684210526315787,950,0.7431578947368421,1570,0.34501460158531494,2397,0.6549853984146851,0.6939432989690721,A_clean_threshold,0.11128907259106174,medium,clean_peak_percentile,671,0.016129032258064502,682,0.9838709677419355,0.01,all,0.0,3.668498858658201,clean_validation_background,2154,193,0.7477124183006536,765,0.2522875816993464
44596,0.022161670123834354,0.020330981345437465,0.0004774683108069411,0.19181619840598424,950,17201,950,0.021003322388971644,0.011465380258541996,interfered,narrow,0.021302358955960176,266,0.15015974440894564,313,0.8498402555910544,489,0.44305239179954437,878,0.5569476082004556,0.6939432989690721,A_clean_threshold,0.11128907259106174,medium,clean_peak_percentile,74,0.09756097560975607,82,0.9024390243902439,0.01,non_overlap_only,0.0,3.668498858658201,clean_validation_background,2154,149,0.6915113871635611,483,0.3084886128364389
44596,0.02029061765899772,0.018828504458645763,0.00037595164249744855,0.1731472700176128,871,17438,871,0.01927185531804321,0.008430963539269892,interfered,narrow,0.019530899632254014,664,0.30105263157894735,950,0.6989473684210527,1468,0.3875677930746767,2397,0.6124322069253233,0.6875896700143472,A_clean_threshold,0.09904417463187806,severe,clean_peak_percentile,648,0.04985337243401755,682,0.9501466275659824,0.01,all,-10.0,3.668498858658201,clean_validation_background,1917,156,0.7960784313725491,765,0.20392156862745098
44596,0.02029061765899772,0.018828504458645763,0.00037595164249744855,0.1731472700176128,871,17438,871,0.01927185531804321,0.008430963539269892,interfered,narrow,0.019530899632254014,252,0.194888178913738,313,0.805111821086262,430,0.5102505694760819,878,0.489749430523918,0.6875896700143472,A_clean_threshold,0.09904417463187806,severe,clean_peak_percentile,55,0.3292682926829268,82,0.6707317073170732,0.01,non_overlap_only,-10.0,3.668498858658201,clean_validation_background,1917,123,0.7453416149068324,483,0.2546583850931677
44596,0.001497456061491773,0.0008629428789615542,0.0001604786723853042,0.14322617680826633,52,17858,52,0.0010221892990931116,0.003605441760579346,clean,narrow,0.0011660238586420307,499,0.4747368421052631,950,0.5252631578947369,1274,0.46850229453483516,2397,0.5314977054651648,0.9664299548095545,A_clean_threshold,0.07734435546370447,,clean_peak_percentile,679,0.004398826979472137,682,0.9956011730205279,0.001,all,,5.770577771755102,clean_validation_background,1497,96,0.8745098039215686,765,0.12549019607843137
44596,0.001497456061491773,0.0008629428789615542,0.0001604786723853042,0.14322617680826633,52,17858,52,0.0010221892990931116,0.003605441760579346,clean,narrow,0.0011660238586420307,245,0.21725239616613423,313,0.7827476038338658,404,0.5398633257403189,878,0.4601366742596811,0.9664299548095545,A_clean_threshold,0.07734435546370447,,clean_peak_percentile,81,0.012195121951219523,82,0.9878048780487805,0.001,non_overlap_only,,5.770577771755102,clean_validation_background,1497,78,0.8385093167701864,483,0.16149068322981366
