background_cell_count,bootstrap_pfa_ci_high,bootstrap_pfa_ci_low,bootstrap_pfa_std,f1,false_alarm_count,fn_cells,fp_cells,frame_level_pfa_mean,frame_level_pfa_std,input_type,mask_name,measured_pfa,mid_hits,mid_miss_rate,mid_n,mid_pd,overall_hits,overall_miss_rate,overall_n,overall_pd,precision,protocol,recall,sir_name,split_definition,strong_hits,strong_miss_rate,strong_n,strong_pd,target_pfa,target_scope,target_sir_db,threshold,threshold_source,tp_cells,weak_hits,weak_miss_rate,weak_n,weak_pd
44596,0.01119027264902155,0.00939479008585259,0.000479159535131857,0.20223189983669024,460,17126,460,0.009523900779704927,0.011823579285502053,clean,narrow,0.010314826441833349,718,0.24421052631578943,950,0.7557894736842106,1600,0.3324989570296204,2397,0.6675010429703796,0.8289326887318705,B_fixed_pfa_recalibrated,0.11516404029966416,,clean_peak_percentile,682,0.0,682,1.0,0.01,all,,3.668498858658201,input_specific_validation_background,2229,200,0.738562091503268,765,0.26143790849673204
44596,0.01119027264902155,0.00939479008585259,0.000479159535131857,0.20223189983669024,460,17126,460,0.009523900779704927,0.011823579285502053,clean,narrow,0.010314826441833349,272,0.1309904153354633,313,0.8690095846645367,508,0.4214123006833713,878,0.5785876993166287,0.8289326887318705,B_fixed_pfa_recalibrated,0.11516404029966416,,clean_peak_percentile,82,0.0,82,1.0,0.01,non_overlap_only,,3.668498858658201,input_specific_validation_background,2229,154,0.6811594202898551,483,0.3188405797101449
44596,0.011662485948748934,0.009708701374206465,0.00047505885319264256,0.18761708933059174,477,17302,477,0.010075512114535752,0.011296948714942296,interfered,narrow,0.01069602654946632,678,0.2863157894736842,950,0.7136842105263158,1524,0.36420525657071334,2397,0.6357947434292867,0.8114624505928854,B_fixed_pfa_recalibrated,0.10607078274347714,light,clean_peak_percentile,681,0.0014662756598240456,682,0.998533724340176,0.01,all,10.0,4.077313665082838,input_specific_validation_background,2053,165,0.7843137254901961,765,0.21568627450980393
44596,0.011662485948748934,0.009708701374206465,0.00047505885319264256,0.18761708933059174,477,17302,477,0.010075512114535752,0.011296948714942296,interfered,narrow,0.01069602654946632,264,0.1565495207667732,313,0.8434504792332268,474,0.4601366742596811,878,0.5398633257403189,0.8114624505928854,B_fixed_pfa_recalibrated,0.10607078274347714,light,clean_peak_percentile,81,0.012195121951219523,82,0.9878048780487805,0.01,non_overlap_only,10.0,4.077313665082838,input_specific_validation_background,2053,129,0.7329192546583851,483,0.2670807453416149
44596,0.010807137200290895,0.00975386749436269,0.00027471899277052943,0.13024397149733377,456,17975,456,0.010567928555574202,0.006934854332080189,interfered,narrow,0.010225132298860884,479,0.49578947368421056,950,0.5042105263157894,1218,0.4918648310387985,2397,0.5081351689612015,0.7516339869281046,B_fixed_pfa_recalibrated,0.07129940583828467,medium,clean_peak_percentile,663,0.027859237536656867,682,0.9721407624633431,0.01,all,0.0,6.024334983667366,input_specific_validation_background,1380,76,0.9006535947712418,765,0.09934640522875816
44596,0.010807137200290895,0.00975386749436269,0.00027471899277052943,0.13024397149733377,456,17975,456,0.010567928555574202,0.006934854332080189,interfered,narrow,0.010225132298860884,236,0.2460063897763578,313,0.7539936102236422,369,0.5797266514806378,878,0.4202733485193622,0.7516339869281046,B_fixed_pfa_recalibrated,0.07129940583828467,medium,clean_peak_percentile,69,0.1585365853658537,82,0.8414634146341463,0.01,non_overlap_only,0.0,6.024334983667366,input_specific_validation_background,1380,64,0.8674948240165632,483,0.13250517598343686
44596,0.01018558098393327,0.00922176032028654,0.0002519513436031163,0.04021394611727417,431,18949,431,0.010059087517423636,0.006831814833426257,interfered,narrow,0.009664543905282985,79,0.9168421052631579,950,0.08315789473684211,557,0.7676261994159366,2397,0.2323738005840634,0.4850657108721625,B_fixed_pfa_recalibrated,0.020976491862567812,severe,clean_peak_percentile,478,0.29912023460410553,682,0.7008797653958945,0.01,all,-10.0,21.269138918200497,input_specific_validation_background,406,0,1.0,765,0.0
44596,0.01018558098393327,0.00922176032028654,0.0002519513436031163,0.04021394611727417,431,18949,431,0.010059087517423636,0.006831814833426257,interfered,narrow,0.009664543905282985,21,0.9329073482428115,313,0.0670926517571885,46,0.9476082004555808,878,0.05239179954441914,0.4850657108721625,B_fixed_pfa_recalibrated,0.020976491862567812,severe,clean_peak_percentile,25,0.6951219512195121,82,0.3048780487804878,0.01,non_overlap_only,-10.0,21.269138918200497,input_specific_validation_background,406,0,1.0,483,0.0
44596,0.001497456061491773,0.0008629428789615542,0.0001604786723853042,0.14322617680826633,52,17858,52,0.0010221892990931116,0.003605441760579346,clean,narrow,0.0011660238586420307,499,0.4747368421052631,950,0.5252631578947369,1274,0.46850229453483516,2397,0.5314977054651648,0.9664299548095545,B_fixed_pfa_recalibrated,0.07734435546370447,,clean_peak_percentile,679,0.004398826979472137,682,0.9956011730205279,0.001,all,,5.770577771755102,input_specific_validation_background,1497,96,0.8745098039215686,765,0.12549019607843137
44596,0.001497456061491773,0.0008629428789615542,0.0001604786723853042,0.14322617680826633,52,17858,52,0.0010221892990931116,0.003605441760579346,clean,narrow,0.0011660238586420307,245,0.21725239616613423,313,0.7827476038338658,404,0.5398633257403189,878,0.4601366742596811,0.9664299548095545,B_fixed_pfa_recalibrated,0.07734435546370447,,clean_peak_percentile,81,0.012195121951219523,82,0.9878048780487805,0.001,non_overlap_only,,5.770577771755102,input_specific_validation_background,1497,78,0.8385093167701864,483,0.16149068322981366
