background_cell_count,bootstrap_pfa_ci_high,bootstrap_pfa_ci_low,bootstrap_pfa_std,f1,false_alarm_count,fn_cells,fp_cells,frame_level_pfa_mean,frame_level_pfa_std,input_type,mask_name,measured_pfa,mid_hits,mid_miss_rate,mid_n,mid_pd,overall_hits,overall_miss_rate,overall_n,overall_pd,precision,protocol,recall,sir_name,split_definition,strong_hits,strong_miss_rate,strong_n,strong_pd,target_pfa,target_scope,target_sir_db,threshold,threshold_source,tp_cells,weak_hits,weak_miss_rate,weak_n,weak_pd
44596,0.01119027264902155,0.00939479008585259,0.000479159535131857,0.20223189983669024,460,17126,460,0.009523900779704927,0.011823579285502053,clean,narrow,0.010314826441833349,272,0.1309904153354633,313,0.8690095846645367,508,0.4214123006833713,878,0.5785876993166287,0.8289326887318705,A_clean_threshold,0.11516404029966416,,clean_peak_percentile,82,0.0,82,1.0,0.01,non_overlap_only,,3.668498858658201,clean_validation_background,2229,154,0.6811594202898551,483,0.3188405797101449
44596,0.01508406725150708,0.013069968535362828,0.000526522513839982,0.20008104092566747,634,17133,634,0.013773679629921567,0.013047694106244442,interfered,narrow,0.014216521661135528,271,0.13418530351437696,313,0.865814696485623,506,0.42369020501138954,878,0.5763097949886105,0.7780112044817927,A_clean_threshold,0.11480237664686127,light,clean_peak_percentile,82,0.0,82,1.0,0.01,non_overlap_only,10.0,3.668498858658201,clean_validation_background,2222,153,0.6832298136645962,483,0.3167701863354037
44596,0.022161670123834354,0.020330981345437465,0.0004774683108069411,0.19181619840598424,950,17201,950,0.021003322388971644,0.011465380258541996,interfered,narrow,0.021302358955960176,266,0.15015974440894564,313,0.8498402555910544,489,0.44305239179954437,878,0.5569476082004556,0.6939432989690721,A_clean_threshold,0.11128907259106174,medium,clean_peak_percentile,74,0.09756097560975607,82,0.9024390243902439,0.01,non_overlap_only,0.0,3.668498858658201,clean_validation_background,2154,149,0.6915113871635611,483,0.3084886128364389
44596,0.02029061765899772,0.018828504458645763,0.00037595164249744855,0.1731472700176128,871,17438,871,0.01927185531804321,0.008430963539269892,interfered,narrow,0.019530899632254014,252,0.194888178913738,313,0.805111821086262,430,0.5102505694760819,878,0.489749430523918,0.6875896700143472,A_clean_threshold,0.09904417463187806,severe,clean_peak_percentile,55,0.3292682926829268,82,0.6707317073170732,0.01,non_overlap_only,-10.0,3.668498858658201,clean_validation_background,1917,123,0.7453416149068324,483,0.2546583850931677
44596,0.01119027264902155,0.00939479008585259,0.000479159535131857,0.20223189983669024,460,17126,460,0.009523900779704927,0.011823579285502053,clean,narrow,0.010314826441833349,272,0.1309904153354633,313,0.8690095846645367,508,0.4214123006833713,878,0.5785876993166287,0.8289326887318705,B_fixed_pfa_recalibrated,0.11516404029966416,,clean_peak_percentile,82,0.0,82,1.0,0.01,non_overlap_only,,3.668498858658201,input_specific_validation_background,2229,154,0.6811594202898551,483,0.3188405797101449
44596,0.011662485948748934,0.009708701374206465,0.00047505885319264256,0.18761708933059174,477,17302,477,0.010075512114535752,0.011296948714942296,interfered,narrow,0.01069602654946632,264,0.1565495207667732,313,0.8434504792332268,474,0.4601366742596811,878,0.5398633257403189,0.8114624505928854,B_fixed_pfa_recalibrated,0.10607078274347714,light,clean_peak_percentile,81,0.012195121951219523,82,0.9878048780487805,0.01,non_overlap_only,10.0,4.077313665082838,input_specific_validation_background,2053,129,0.7329192546583851,483,0.2670807453416149
44596,0.010807137200290895,0.00975386749436269,0.00027471899277052943,0.13024397149733377,456,17975,456,0.010567928555574202,0.006934854332080189,interfered,narrow,0.010225132298860884,236,0.2460063897763578,313,0.7539936102236422,369,0.5797266514806378,878,0.4202733485193622,0.7516339869281046,B_fixed_pfa_recalibrated,0.07129940583828467,medium,clean_peak_percentile,69,0.1585365853658537,82,0.8414634146341463,0.01,non_overlap_only,0.0,6.024334983667366,input_specific_validation_background,1380,64,0.8674948240165632,483,0.13250517598343686
44596,0.01018558098393327,0.00922176032028654,0.0002519513436031163,0.04021394611727417,431,18949,431,0.010059087517423636,0.006831814833426257,interfered,narrow,0.009664543905282985,21,0.9329073482428115,313,0.0670926517571885,46,0.9476082004555808,878,0.05239179954441914,0.4850657108721625,B_fixed_pfa_recalibrated,0.020976491862567812,severe,clean_peak_percentile,25,0.6951219512195121,82,0.3048780487804878,0.01,non_overlap_only,-10.0,21.269138918200497,input_specific_validation_background,406,0,1.0,483,0.0
44596,0.001497456061491773,0.0008629428789615542,0.0001604786723853042,0.14322617680826633,52,17858,52,0.0010221892990931116,0.003605441760579346,clean,narrow,0.0011660238586420307,245,0.21725239616613423,313,0.7827476038338658,404,0.5398633257403189,878,0.4601366742596811,0.9664299548095545,A_clean_threshold,0.07734435546370447,,clean_peak_percentile,81,0.012195121951219523,82,0.9878048780487805,0.001,non_overlap_only,,5.770577771755102,clean_validation_background,1497,78,0.8385093167701864,483,0.16149068322981366
44596,0.0029995964347980966,0.002199008236508853,0.00020914383438966293,0.1418960828283792,117,17868,117,0.002663436831401571,0.005797502459414704,interfered,narrow,0.002623553681944569,244,0.2204472843450479,313,0.7795527156549521,401,0.5432801822323463,878,0.45671981776765375,0.9270573566084788,A_clean_threshold,0.07682769310255748,light,clean_peak_percentile,80,0.024390243902439046,82,0.975609756097561,0.001,non_overlap_only,10.0,5.770577771755102,clean_validation_background,1487,77,0.8405797101449275,483,0.15942028985507245
44596,0.011382043767852507,0.010230314270555018,0.0002897763095976466,0.13441188919719702,479,17926,479,0.011053215446683863,0.007095851891721405,interfered,narrow,0.010740873620952551,240,0.2332268370607029,313,0.7667731629392971,384,0.5626423690205011,878,0.43735763097949887,0.7489517819706499,A_clean_threshold,0.07383105140790494,medium,clean_peak_percentile,69,0.1585365853658537,82,0.8414634146341463,0.001,non_overlap_only,0.0,5.770577771755102,clean_validation_background,1429,75,0.84472049689441,483,0.15527950310559005
44596,0.013710256376996093,0.013006037391277857,0.00019578000032226012,0.11222558667676004,595,18169,595,0.013942210445646351,0.005022888760059157,interfered,narrow,0.013342003767154005,187,0.402555910543131,313,0.597444089456869,293,0.6662870159453302,878,0.3337129840546697,0.6659180235822572,A_clean_threshold,0.06127615603203307,severe,clean_peak_percentile,50,0.3902439024390244,82,0.6097560975609756,0.001,non_overlap_only,-10.0,5.770577771755102,clean_validation_background,1186,56,0.8840579710144928,483,0.11594202898550725
44596,0.001497456061491773,0.0008629428789615542,0.0001604786723853042,0.14322617680826633,52,17858,52,0.0010221892990931116,0.003605441760579346,clean,narrow,0.0011660238586420307,245,0.21725239616613423,313,0.7827476038338658,404,0.5398633257403189,878,0.4601366742596811,0.9664299548095545,B_fixed_pfa_recalibrated,0.07734435546370447,,clean_peak_percentile,81,0.012195121951219523,82,0.9878048780487805,0.001,non_overlap_only,,5.770577771755102,input_specific_validation_background,1497,78,0.8385093167701864,483,0.16149068322981366
44596,0.0013571292602374424,0.0007469488973371968,0.00015520795953851002,0.1147493198600855,48,18174,48,0.0011907561487689133,0.004106527050777101,interfered,narrow,0.0010763297156695668,208,0.3354632587859425,313,0.6645367412140575,320,0.6355353075170842,878,0.36446469248291574,0.9609438567941416,B_fixed_pfa_recalibrated,0.06101782485145957,light,clean_peak_percentile,78,0.04878048780487809,82,0.9512195121951219,0.001,non_overlap_only,10.0,7.570281409881709,input_specific_validation_background,1181,34,0.9296066252587991,483,0.07039337474120083
44596,0.0014935135462671386,0.0009313910045662292,0.00014874467313082332,0.02974468301101467,53,19062,53,0.0013551688431618024,0.0044013884792597924,interfered,narrow,0.0011884473943851467,10,0.9680511182108626,313,0.03194888178913738,36,0.958997722095672,878,0.04100227790432802,0.846820809248555,B_fixed_pfa_recalibrated,0.01513820718160682,medium,clean_peak_percentile,26,0.6829268292682926,82,0.3170731707317073,0.001,non_overlap_only,0.0,32.05454946462763,input_specific_validation_background,293,0,1.0,483,0.0
44596,0.0009522947380191444,0.0004920154969834042,0.00011547971252206913,0.00010315659170621002,32,19354,32,0.0007296056534756488,0.003142450066550668,interfered,narrow,0.0007175531437797112,0,1.0,313,0.0,0,1.0,878,0.0,0.030303030303030304,B_fixed_pfa_recalibrated,5.1666236114699044e-05,severe,clean_peak_percentile,0,1.0,82,0.0,0.001,non_overlap_only,-10.0,89.70807473611522,input_specific_validation_background,1,0,1.0,483,0.0
44596,0.01119027264902155,0.00939479008585259,0.000479159535131857,0.20223189983669024,460,17126,460,0.009523900779704927,0.011823579285502053,clean,narrow,0.010314826441833349,420,0.0625,448,0.9375,508,0.4214123006833713,878,0.5785876993166287,0.8289326887318705,A_clean_threshold,0.11516404029966416,,cfar_margin,88,0.0,88,1.0,0.01,non_overlap_only,,3.668498858658201,clean_validation_background,2229,0,1.0,342,0.0
44596,0.01508406725150708,0.013069968535362828,0.000526522513839982,0.20008104092566747,634,17133,634,0.013773679629921567,0.013047694106244442,interfered,narrow,0.014216521661135528,418,0.0669642857142857,448,0.9330357142857143,506,0.42369020501138954,878,0.5763097949886105,0.7780112044817927,A_clean_threshold,0.11480237664686127,light,cfar_margin,88,0.0,88,1.0,0.01,non_overlap_only,10.0,3.668498858658201,clean_validation_background,2222,0,1.0,342,0.0
44596,0.022161670123834354,0.020330981345437465,0.0004774683108069411,0.19181619840598424,950,17201,950,0.021003322388971644,0.011465380258541996,interfered,narrow,0.021302358955960176,401,0.1049107142857143,448,0.8950892857142857,489,0.44305239179954437,878,0.5569476082004556,0.6939432989690721,A_clean_threshold,0.11128907259106174,medium,cfar_margin,88,0.0,88,1.0,0.01,non_overlap_only,0.0,3.668498858658201,clean_validation_background,2154,0,1.0,342,0.0
