azimuth_deg,class_group,class_id,class_name,frame_id,frame_p70_db,global_target_id,neighbor_mean_db,neighbor_peak_db,projection_hit,radius_bins,range_bin,range_m,source_sequence,target_background_ratio_db,target_peak_db,valid_projection
4.969740728110304,pedestrian_like,0,person,d1a_000001,48.629351937378516,1,53.783918112211936,59.730648828466464,True,3,12,2.770415131347647,2019_04_30_mlms000,19.559719878734043,73.34363799094598,True
18.902832687070102,cyclist_like,80,cyclist,d1a_000001,48.629351937378516,2,54.78908585133553,73.34363799094598,True,5,19,4.259730038394452,2019_04_30_mlms000,11.834479563854487,66.62356541519001,True
2.3059667239950272,pedestrian_like,0,person,d1a_000002,48.75795754648594,3,54.21109128892802,57.30644130683767,True,3,13,2.9824151287169935,2019_04_30_mlms000,18.932289506658137,73.14338079558615,True
18.902832687070102,cyclist_like,80,cyclist,d1a_000002,48.75795754648594,4,54.63081761522533,73.14338079558615,True,5,19,4.259730038394452,2019_04_30_mlms000,16.16771036390282,70.79852797912815,True
4.030958289984687,pedestrian_like,0,person,d1a_000003,48.40045911678816,5,54.50781582296936,63.514234426437646,True,3,13,2.9873901653449955,2019_04_30_mlms000,15.389514257380299,69.89733008034966,True
17.827595818112485,cyclist_like,80,cyclist,d1a_000003,48.40045911678816,6,55.2091578970155,69.89733008034966,True,5,20,4.474874299910557,2019_04_30_mlms000,11.11433814942437,66.32349604643987,True
4.030958289984687,pedestrian_like,0,person,d1a_000004,48.70621127967942,7,55.32532764715015,65.67953348341213,True,3,13,2.9873901653449955,2019_04_30_mlms000,19.961804618462352,75.2871322656125,True
17.827595818112485,cyclist_like,80,cyclist,d1a_000004,48.70621127967942,8,56.913467649960666,75.2871322656125,True,5,20,4.474874299910557,2019_04_30_mlms000,9.688337153019418,66.60180480298008,True
5.031934222829207,pedestrian_like,0,person,d1a_000005,47.90774940224061,9,53.89458872439545,59.76175710505668,True,3,14,3.192303243741108,2019_04_30_mlms000,10.873989610393693,64.76857833478914,True
17.827595818112485,cyclist_like,80,cyclist,d1a_000005,47.90774940224061,10,51.77638151380283,64.76857833478914,True,5,20,4.474874299910557,2019_04_30_mlms000,9.006194313436879,60.78257582723971,True
5.031934222829207,pedestrian_like,0,person,d1a_000006,48.128959694279935,11,52.57819193963566,55.25950072724854,True,3,14,3.192303243741108,2019_04_30_mlms000,18.4258297594819,71.00402169911756,True
17.827595818112485,cyclist_like,80,cyclist,d1a_000006,48.128959694279935,12,52.232894288952224,71.00402169911756,True,5,20,4.474874299910557,2019_04_30_mlms000,9.103308905037764,61.33620319398999,True
6.835646185461199,pedestrian_like,0,person,d1a_000007,47.94392986548557,13,52.85172229228123,59.16425647711585,True,3,14,3.1926947865400472,2019_04_30_mlms000,10.09364328345093,62.94536557573216,True
17.003819215667594,cyclist_like,80,cyclist,d1a_000007,47.94392986548557,14,51.78274950437326,62.94536557573216,True,5,21,4.684794552592462,2019_04_30_mlms000,7.381506972742592,59.16425647711585,True
6.835646185461199,pedestrian_like,0,person,d1a_000008,48.10985024325325,15,51.47778445402772,54.230175457030036,True,3,14,3.1926947865400472,2019_04_30_mlms000,18.635082752422655,70.11286720645037,True
17.003819215667594,cyclist_like,80,cyclist,d1a_000008,48.10985024325325,16,52.83294707296699,70.11286720645037,True,5,21,4.684794552592462,2019_04_30_mlms000,6.173899384947298,59.006846457914286,True
7.750036422919295,pedestrian_like,0,person,d1a_000009,48.07474400185708,17,52.87711007335496,61.92395835143765,True,3,15,3.4111581610942636,2019_04_30_mlms000,14.905116651405343,67.7822267247603,True
16.956676166233137,cyclist_like,80,cyclist,d1a_000009,48.07474400185708,18,53.03685861680086,67.7822267247603,True,5,22,4.903162244919089,2019_04_30_mlms000,8.887099734636784,61.92395835143765,True
8.60557508660385,pedestrian_like,0,person,d1a_000010,48.061658401298125,19,52.61602726461291,62.5880969155094,True,3,15,3.4083720454199247,2019_04_30_mlms000,18.904433339592188,71.5204606042051,True
16.956676166233137,cyclist_like,80,cyclist,d1a_000010,48.061658401298125,20,52.468708028669624,71.5204606042051,True,5,22,4.903162244919089,2019_04_30_mlms000,10.350140878244744,62.81884890691437,True
-51.22812190445468,vehicle_like,2,car,d1a_000010,48.061658401298125,21,52.02487179995639,67.04996426702463,True,11,14,3.1937595401031684,2019_04_30_mlms000,19.49558880424871,71.5204606042051,True
8.577716525016534,pedestrian_like,0,person,d1a_000011,48.09696142149763,22,53.94750193373103,60.67310942960343,True,3,16,3.620497203423861,2019_04_30_mlms000,16.710559785225215,70.65806171895625,True
16.956676166233137,cyclist_like,80,cyclist,d1a_000011,48.09696142149763,23,53.08175326237586,70.65806171895625,True,5,22,4.903162244919089,2019_04_30_mlms000,10.418590026921756,63.50034328929762,True
-48.426035146263324,vehicle_like,2,car,d1a_000011,48.09696142149763,24,52.09742484953076,67.0151273952286,True,11,14,3.1947613369389587,2019_04_30_mlms000,18.560636869425487,70.65806171895625,True
8.577716525016534,pedestrian_like,0,person,d1a_000012,48.10119075387632,25,54.460336817535136,59.80945321743234,True,3,16,3.620497203423861,2019_04_30_mlms000,14.991806088336048,69.45214290587118,True
16.956676166233137,cyclist_like,80,cyclist,d1a_000012,48.10119075387632,26,53.90205917950756,69.45214290587118,True,5,22,4.903162244919089,2019_04_30_mlms000,13.917818310976614,67.81987749048417,True
-44.49297093908523,vehicle_like,2,car,d1a_000012,48.10119075387632,27,52.696592392356614,66.91361285396587,True,11,14,3.1962478001556764,2019_04_30_mlms000,16.75555051351457,69.45214290587118,True
10.50300301891784,pedestrian_like,0,person,d1a_000013,47.927920364984246,28,54.432189181594396,60.90240133642942,True,3,16,3.620662922725616,2019_04_30_mlms000,12.379820185138897,66.81200936673329,True
16.956676166233137,cyclist_like,80,cyclist,d1a_000013,47.927920364984246,29,52.85983730592709,64.96356706636904,True,5,22,4.903162244919089,2019_04_30_mlms000,13.952172060806205,66.81200936673329,True
-39.66784111834045,vehicle_like,2,car,d1a_000013,47.927920364984246,30,52.28955843717621,66.99608008056862,True,11,14,3.1958097565405863,2019_04_30_mlms000,14.522450929557081,66.81200936673329,True
10.50300301891784,pedestrian_like,0,person,d1a_000014,48.078449620783466,31,56.55684467161876,61.822473705558124,True,3,16,3.620662922725616,2019_04_30_mlms000,11.868117492711974,68.42496216433074,True
16.956676166233137,cyclist_like,80,cyclist,d1a_000014,48.078449620783466,32,52.784941266096325,62.83936281508577,True,5,22,4.903162244919089,2019_04_30_mlms000,15.640020898234411,68.42496216433074,True
-39.66784111834045,vehicle_like,2,car,d1a_000014,48.078449620783466,33,53.162075257380266,67.1467681931835,True,11,14,3.1958097565405863,2019_04_30_mlms000,15.26288690695047,68.42496216433074,True
10.371702657224757,pedestrian_like,0,person,d1a_000015,47.59729526298796,34,57.437401312971986,61.89141519563723,True,3,17,3.8326231226145886,2019_04_30_mlms000,14.35129679918991,71.7886981121619,True
16.94616099823654,cyclist_like,80,cyclist,d1a_000015,47.59729526298796,35,53.952216684138826,71.7886981121619,True,5,23,5.111966353566893,2019_04_30_mlms000,7.939198511498404,61.89141519563723,True
-32.94429934469113,vehicle_like,2,car,d1a_000015,47.59729526298796,36,49.25868375360755,53.305621287900365,True,11,16,3.6224991373359914,2019_04_30_mlms000,22.530014358554347,71.7886981121619,True
10.371702657224757,pedestrian_like,0,person,d1a_000016,47.133741069190954,37,57.23482810856201,60.73920360477282,True,3,17,3.8326231226145886,2019_04_30_mlms000,13.570795739579154,70.80562384814117,True
16.94616099823654,cyclist_like,80,cyclist,d1a_000016,47.133741069190954,38,54.309720645838425,70.80562384814117,True,5,23,5.111966353566893,2019_04_30_mlms000,10.48555369323006,64.79527433906848,True
-32.94429934469113,vehicle_like,2,car,d1a_000016,47.133741069190954,39,49.482777069388874,53.190166593812904,True,11,16,3.6224991373359914,2019_04_30_mlms000,21.322846778752293,70.80562384814117,True
