azimuth_deg,balanced_hit,balanced_threshold,both_weak_n,cfar_margin_db,cfar_margin_only_n,cfar_margin_weak,cfar_margin_weak_n,class_group,class_id,clean_peak_only_n,clean_peak_weak,clean_peak_weak_n,frame_id,frame_idx,hit_status,in_non_overlap,range_bin,range_m,row_type,source_sequence,split_cfar_margin,split_peak,target_id,target_peak_db,weak_definition_jaccard,weak_weighted_hit,weak_weighted_threshold
,,,1306,,546,,1852,,,545,,1851,,,,,,,definition_overlap_summary,,,,,,0.5448477263245723,,
,,,,4.5731891071534605,,True,,cyclist_like,,,False,,,6,,False,21,,weak_target_definition_membership,2019_04_30_mlms000,,,14,59.16425647711585,,,
,,,,5.5130998010291785,,True,,cyclist_like,,,False,,,8,,False,22,,weak_target_definition_membership,2019_04_30_mlms000,,,18,61.92395835143765,,,
,,,,4.4351707465456,,True,,cyclist_like,,,False,,,14,,False,23,,weak_target_definition_membership,2019_04_30_mlms000,,,35,61.89141519563723,,,
,,,,4.1390320414541,,True,,cyclist_like,,,False,,,20,,False,24,,weak_target_definition_membership,2019_04_30_mlms000,,,53,62.62567086221766,,,
,,,,5.931594807073069,,True,,cyclist_like,,,False,,,21,,False,24,,weak_target_definition_membership,2019_04_30_mlms000,,,56,61.924325897944136,,,
,,,,7.02228535837766,,True,,cyclist_like,,,False,,,28,,False,24,,weak_target_definition_membership,2019_04_30_mlms000,,,77,63.33426259390806,,,
,,,,3.538751075132758,,True,,cyclist_like,,,False,,,30,,False,25,,weak_target_definition_membership,2019_04_30_mlms000,,,83,59.60352508129395,,,
,,,,4.689322497974235,,True,,vehicle_like,,,False,,,30,,False,33,,weak_target_definition_membership,2019_04_30_mlms000,,,84,59.60352508129395,,,
,,,,2.7645972408739943,,True,,cyclist_like,,,False,,,31,,False,25,,weak_target_definition_membership,2019_04_30_mlms000,,,86,61.70784867222118,,,
,,,,5.797925167768128,,True,,vehicle_like,,,False,,,31,,False,33,,weak_target_definition_membership,2019_04_30_mlms000,,,87,61.70784867222118,,,
,,,,6.1413437032320015,,True,,cyclist_like,,,False,,,32,,False,25,,weak_target_definition_membership,2019_04_30_mlms000,,,89,58.67432566089328,,,
,,,,9.122027753184447,,False,,vehicle_like,,,True,,,40,,True,48,,weak_target_definition_membership,2019_04_30_mlms000,,,114,57.014521973955524,,,
,,,,7.759366077451931,,False,,vehicle_like,,,True,,,41,,True,50,,weak_target_definition_membership,2019_04_30_mlms000,,,117,55.495584404991824,,,
,,,,10.273769891632119,,False,,vehicle_like,,,True,,,44,,True,57,,weak_target_definition_membership,2019_04_30_mlms000,,,126,56.04067941307345,,,
,,,,9.736931303016576,,False,,vehicle_like,,,True,,,47,,True,64,,weak_target_definition_membership,2019_04_30_mlms000,,,135,55.388353235476025,,,
,,,,7.679018843987709,,False,,vehicle_like,,,True,,,48,,True,64,,weak_target_definition_membership,2019_04_30_mlms000,,,138,53.85396029864409,,,
,,,,4.499802957760627,,True,,cyclist_like,,,True,,,49,,False,26,,weak_target_definition_membership,2019_04_30_mlms000,,,140,56.06411006034233,,,
,,,,10.690538444732578,,False,,vehicle_like,,,True,,,49,,True,66,,weak_target_definition_membership,2019_04_30_mlms000,,,141,56.51897376969882,,,
,,,,8.479481227919685,,False,,vehicle_like,,,True,,,51,,True,80,,weak_target_definition_membership,2019_04_30_mlms000,,,147,56.63101982187952,,,
,,,,7.016232607185504,,True,,vehicle_like,,,True,,,55,,True,89,,weak_target_definition_membership,2019_04_30_mlms000,,,159,53.644573135849605,,,
,,,,8.746823556959587,,False,,vehicle_like,,,True,,,56,,True,89,,weak_target_definition_membership,2019_04_30_mlms000,,,162,54.992393459614455,,,
,,,,8.649301063924149,,False,,vehicle_like,,,True,,,57,,True,90,,weak_target_definition_membership,2019_04_30_mlms000,,,165,55.136045878939264,,,
,,,,7.297804995938046,,False,,vehicle_like,,,True,,,58,,True,93,,weak_target_definition_membership,2019_04_30_mlms000,,,168,54.975465774074415,,,
,,,,6.6412900089913105,,True,,vehicle_like,,,True,,,59,,True,93,,weak_target_definition_membership,2019_04_30_mlms000,,,171,54.62311111956667,,,
,,,,7.576975778958951,,False,,vehicle_like,,,True,,,60,,True,95,,weak_target_definition_membership,2019_04_30_mlms000,,,174,55.073082276165835,,,
,,,,6.641609001276053,,True,,vehicle_like,,,True,,,62,,True,98,,weak_target_definition_membership,2019_04_30_mlms000,,,180,54.0143987678744,,,
,,,,5.662252644346902,,True,,vehicle_like,,,True,,,63,,True,102,,weak_target_definition_membership,2019_04_30_mlms000,,,183,51.967602356603095,,,
,,,,7.403271407120279,,False,,vehicle_like,,,True,,,64,,True,104,,weak_target_definition_membership,2019_04_30_mlms000,,,186,54.61007298414326,,,
,,,,9.480722556630884,,False,,vehicle_like,,,True,,,65,,True,106,,weak_target_definition_membership,2019_04_30_mlms000,,,189,56.252853002925065,,,
,,,,8.564253677138003,,False,,vehicle_like,,,True,,,66,,True,106,,weak_target_definition_membership,2019_04_30_mlms000,,,192,55.22834177442003,,,
,,,,6.7609745657472375,,True,,cyclist_like,,,True,,,76,,False,34,,weak_target_definition_membership,2019_04_30_mlms000,,,212,55.56322014090685,,,
,,,,4.938726374051912,,True,,cyclist_like,,,True,,,77,,False,34,,weak_target_definition_membership,2019_04_30_mlms000,,,214,55.4553129484849,,,
,,,,3.503347667048325,,True,,cyclist_like,,,True,,,78,,False,35,,weak_target_definition_membership,2019_04_30_mlms000,,,216,52.39505254249767,,,
,,,,7.368410331241248,,False,,cyclist_like,,,True,,,79,,False,35,,weak_target_definition_membership,2019_04_30_mlms000,,,218,56.49743780285259,,,
,,,,7.87086820407215,,False,,cyclist_like,,,True,,,80,,False,35,,weak_target_definition_membership,2019_04_30_mlms000,,,220,55.982043257197624,,,
,,,,6.179563632353297,,True,,cyclist_like,,,True,,,88,,False,40,,weak_target_definition_membership,2019_04_30_mlms000,,,236,54.44459104009286,,,
,,,,9.131909548869608,,False,,pedestrian_like,,,True,,,89,,False,35,,weak_target_definition_membership,2019_04_30_mlms000,,,237,56.40000803906968,,,
,,,,4.552852109365873,,True,,cyclist_like,,,True,,,89,,False,41,,weak_target_definition_membership,2019_04_30_mlms000,,,238,51.68608232208601,,,
,,,,10.417464422623175,,False,,pedestrian_like,,,True,,,90,,False,35,,weak_target_definition_membership,2019_04_30_mlms000,,,239,57.025241567372035,,,
,,,,9.451930588449644,,False,,cyclist_like,,,True,,,90,,False,41,,weak_target_definition_membership,2019_04_30_mlms000,,,240,55.88545583384517,,,
,,,,10.415665681283686,,False,,pedestrian_like,,,True,,,91,,False,37,,weak_target_definition_membership,2019_04_30_mlms000,,,241,56.708123172245735,,,
,,,,2.3848453209421026,,True,,cyclist_like,,,True,,,91,,False,44,,weak_target_definition_membership,2019_04_30_mlms000,,,242,49.32220759560198,,,
,,,,4.60972280031556,,True,,cyclist_like,,,True,,,92,,False,45,,weak_target_definition_membership,2019_04_30_mlms000,,,244,54.73757334656944,,,
,,,,-0.2584340604882033,,True,,cyclist_like,,,True,,,93,,False,47,,weak_target_definition_membership,2019_04_30_mlms000,,,246,48.90514278925052,,,
,,,,-0.16558735399240007,,True,,cyclist_like,,,True,,,94,,False,47,,weak_target_definition_membership,2019_04_30_mlms000,,,248,48.752363391034514,,,
,,,,8.957067963293921,,False,,pedestrian_like,,,True,,,95,,False,39,,weak_target_definition_membership,2019_04_30_mlms000,,,249,55.579041568077585,,,
,,,,0.16665238590838824,,True,,cyclist_like,,,True,,,95,,False,47,,weak_target_definition_membership,2019_04_30_mlms000,,,250,48.953903569082016,,,
